ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10509356,HZ250940,05/04/2016 11:20:00 AM,054XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0225,002,3,40,18,1177199,1868999,2016,05/11/2016 03:50:55 PM,41.795868205,-87.625732367,"(41.795868205, -87.625732367)"
10509366,HZ250995,05/04/2016 11:30:00 AM,055XX W QUINCY ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1522,015,29,25,18,1139594,1898454,2016,05/11/2016 03:50:55 PM,41.877463808,-87.762916325,"(41.877463808, -87.762916325)"
10509723,HZ251207,05/04/2016 02:23:00 PM,007XX N RIDGEWAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),true,false,1112,011,27,23,18,1151254,1904680,2016,05/11/2016 03:50:55 PM,41.89432798,-87.719940148,"(41.89432798, -87.719940148)"
10509725,HZ251111,05/04/2016 01:12:00 PM,056XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0225,002,20,40,18,1177675,1867725,2016,05/11/2016 03:50:55 PM,41.792361461,-87.62402541,"(41.792361461, -87.62402541)"
10509775,HZ251208,05/04/2016 02:21:00 PM,0000X E LAKE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0111,001,42,32,18,1177130,1901750,2016,05/11/2016 03:50:55 PM,41.885740958,-87.624994912,"(41.885740958, -87.624994912)"
10509798,HZ251318,05/04/2016 02:05:00 PM,020XX E 71ST ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,0331,003,5,43,18,1190997,1858323,2016,05/11/2016 03:50:55 PM,41.766249677,-87.57548019,"(41.766249677, -87.57548019)"
10509816,HZ251257,05/04/2016 03:14:00 PM,009XX N ST LOUIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1121,011,27,23,18,1152875,1905964,2016,05/11/2016 03:50:55 PM,41.897819447,-87.713952627,"(41.897819447, -87.713952627)"
10509819,HZ251225,05/04/2016 02:22:00 PM,031XX W 25TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1033,010,24,30,18,1155607,1887226,2016,05/11/2016 03:50:55 PM,41.846345866,-87.704422482,"(41.846345866, -87.704422482)"
10509874,HZ251396,05/04/2016 03:45:00 PM,022XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,2515,025,37,19,18,1138681,1914356,2016,05/11/2016 03:50:55 PM,41.921117436,-87.765882468,"(41.921117436, -87.765882468)"
10510062,HZ251615,05/04/2016 07:32:00 PM,034XX W DOUGLAS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1021,010,24,29,18,1153488,1893074,2016,05/11/2016 03:50:55 PM,41.862435779,-87.712043859,"(41.862435779, -87.712043859)"
10510080,HZ251552,05/04/2016 06:00:00 PM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1115,011,28,26,18,1148220,1899677,2016,05/11/2016 03:50:55 PM,41.880658176,-87.731212135,"(41.880658176, -87.731212135)"
10510126,HZ251675,05/04/2016 09:10:00 PM,014XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0734,007,17,67,18,1168130,1857668,2016,05/11/2016 03:50:55 PM,41.764974581,-87.659314488,"(41.764974581, -87.659314488)"
10510129,HZ251647,05/04/2016 07:13:00 PM,003XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1533,015,24,25,18,1144453,1897831,2016,05/11/2016 03:50:55 PM,41.875664218,-87.745090842,"(41.875664218, -87.745090842)"
10510153,HZ251718,05/04/2016 09:45:00 PM,015XX N LAWLER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2533,025,37,25,18,1142426,1909763,2016,05/11/2016 03:50:55 PM,41.908444923,-87.752236623,"(41.908444923, -87.752236623)"
10510183,HZ251768,05/04/2016 11:20:00 PM,014XX S LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1011,010,24,29,18,1151941,1892835,2016,05/11/2016 03:50:55 PM,41.861810516,-87.717729022,"(41.861810516, -87.717729022)"
10510185,HZ251737,05/04/2016 10:19:00 PM,056XX S PRAIRIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0231,002,20,40,18,1179000,1867783,2016,05/11/2016 03:50:55 PM,41.792490517,-87.619165105,"(41.792490517, -87.619165105)"
10510190,HZ251769,05/04/2016 11:25:00 PM,072XX S WHIPPLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0831,008,18,66,18,1157289,1856560,2016,05/11/2016 03:50:55 PM,41.762160302,-87.699080094,"(41.762160302, -87.699080094)"
10510212,HZ251772,05/04/2016 11:45:00 PM,020XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2525,025,26,22,18,1150383,1913315,2016,05/11/2016 03:50:55 PM,41.918040303,-87.72291341,"(41.918040303, -87.72291341)"
10510214,HZ251779,05/04/2016 11:27:00 PM,025XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2524,025,30,22,18,1149288,1916678,2016,05/11/2016 03:50:55 PM,41.92729,-87.726849146,"(41.92729, -87.726849146)"
10510260,HZ251808,05/05/2016 12:27:00 AM,036XX W ARMITAGE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,2535,025,26,22,18,1151631,1913041,2016,05/12/2016 03:50:15 PM,41.917263956,-87.718335376,"(41.917263956, -87.718335376)"
10510646,HZ252036,05/05/2016 09:05:00 AM,032XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1634,016,30,15,18,1141792,1921221,2016,05/12/2016 03:50:15 PM,41.939898633,-87.754281422,"(41.939898633, -87.754281422)"
10510647,HZ252005,05/05/2016 09:20:00 AM,032XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1634,016,30,15,18,1141792,1921221,2016,05/12/2016 03:50:15 PM,41.939898633,-87.754281422,"(41.939898633, -87.754281422)"
10510882,HZ252195,05/05/2016 11:42:00 AM,008XX N LOCKWOOD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,1524,015,37,25,18,1140872,1904994,2016,05/12/2016 03:50:15 PM,41.895386977,-87.758062808,"(41.895386977, -87.758062808)"
10510939,HZ252165,05/05/2016 11:14:00 AM,008XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1531,015,37,25,18,1142205,1905011,2016,05/12/2016 03:50:15 PM,41.895408997,-87.753166535,"(41.895408997, -87.753166535)"
10510967,HZ252200,05/05/2016 10:40:00 AM,041XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0921,009,14,58,18,1158379,1877130,2016,05/12/2016 03:50:15 PM,41.818585099,-87.694524884,"(41.818585099, -87.694524884)"
10511050,HZ252223,05/05/2016 12:15:00 PM,051XX W MONROE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1533,015,28,25,18,1142037,1899173,2016,05/12/2016 03:50:15 PM,41.87939193,-87.753928343,"(41.87939193, -87.753928343)"
10511172,HZ252322,05/05/2016 01:29:00 PM,048XX W HUBBARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1532,015,28,25,18,1143873,1902568,2016,05/12/2016 03:50:15 PM,41.888674007,-87.747101603,"(41.888674007, -87.747101603)"
10511317,HZ252457,05/05/2016 03:00:00 PM,001XX E 113TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0531,005,9,49,18,1178911,1830064,2016,05/12/2016 03:50:15 PM,41.6889871,-87.620636896,"(41.6889871, -87.620636896)"
10511323,HZ252578,05/05/2016 04:48:00 PM,086XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0613,006,21,71,18,1171158,1847551,2016,05/12/2016 03:50:15 PM,41.737146558,-87.648511151,"(41.737146558, -87.648511151)"
10511397,HZ252512,05/05/2016 03:14:00 PM,056XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,0711,007,20,68,18,1172264,1867446,2016,05/12/2016 03:50:15 PM,41.791716651,-87.643874863,"(41.791716651, -87.643874863)"
10511423,HZ252778,05/05/2016 05:12:00 PM,074XX S ELLIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0323,003,8,69,18,1184179,1855883,2016,05/12/2016 03:50:15 PM,41.759716208,-87.600546479,"(41.759716208, -87.600546479)"
10511453,HZ252734,05/05/2016 06:00:00 PM,038XX W DIVERSEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2524,025,30,22,18,1150086,1918338,2016,05/12/2016 03:50:15 PM,41.931829657,-87.723873445,"(41.931829657, -87.723873445)"
10511500,HZ252503,05/05/2016 03:31:00 PM,129XX S EXCHANGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0433,004,10,55,18,1197757,1819863,2016,05/12/2016 03:50:15 PM,41.660545875,-87.55198212,"(41.660545875, -87.55198212)"
10511538,HZ252820,05/05/2016 07:09:00 PM,016XX W JONQUIL TER,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,2422,024,49,1,18,1163893,1951001,2016,05/12/2016 03:50:15 PM,42.021177601,-87.67220843,"(42.021177601, -87.67220843)"
10511565,HZ252891,05/05/2016 07:57:00 PM,047XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1113,011,28,25,18,1144846,1900083,2016,05/12/2016 03:50:15 PM,41.881836578,-87.743591059,"(41.881836578, -87.743591059)"
10511625,HZ252970,05/05/2016 10:10:00 PM,103XX S AVENUE M,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0432,004,10,52,18,1201501,1837001,2016,05/12/2016 03:50:15 PM,41.707480219,-87.537702649,"(41.707480219, -87.537702649)"
10511652,HZ252895,05/05/2016 07:44:00 PM,024XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA BUS,true,false,0421,004,7,43,18,1193995,1853066,2016,05/12/2016 03:50:15 PM,41.751751057,-87.56466382,"(41.751751057, -87.56466382)"
10511682,HZ253055,05/05/2016 11:39:00 PM,035XX W PALMER ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,1413,014,26,22,18,1152317,1914392,2016,05/12/2016 03:50:15 PM,41.920957691,-87.715779245,"(41.920957691, -87.715779245)"
10511692,HZ253066,05/05/2016 11:45:00 PM,057XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE-GARAGE,true,false,0822,008,14,63,18,1154692,1866396,2016,05/12/2016 03:50:15 PM,41.789203936,-87.70833653,"(41.789203936, -87.70833653)"
10511694,HZ253060,05/05/2016 11:59:00 PM,023XX N CLIFTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PRIVATE, BUILDING",true,false,1811,018,32,7,18,1168245,1915771,2016,05/12/2016 03:50:15 PM,41.924412074,-87.657216393,"(41.924412074, -87.657216393)"
10511701,HZ253085,05/05/2016 11:32:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,0312,003,20,69,18,1180027,1862418,2016,05/12/2016 03:50:15 PM,41.777744971,-87.6155635,"(41.777744971, -87.6155635)"
10511765,HZ253004,05/05/2016 10:45:00 PM,047XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1131,011,24,25,18,1144812,1898270,2016,05/12/2016 03:50:15 PM,41.876862128,-87.74376164,"(41.876862128, -87.74376164)"
10511785,HZ253128,05/05/2016 11:55:00 PM,012XX W 97TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,2213,022,21,73,18,1169793,1840192,2016,05/12/2016 03:50:15 PM,41.716982087,-87.653724969,"(41.716982087, -87.653724969)"
10512168,HZ253394,05/06/2016 10:05:00 AM,0000X S LEAMINGTON AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1533,015,28,25,18,1142141,1899413,2016,05/13/2016 03:51:16 PM,41.880048593,-87.753540513,"(41.880048593, -87.753540513)"
10512235,HZ253417,05/06/2016 10:27:00 AM,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1133,011,24,29,18,1151182,1894442,2016,05/13/2016 03:51:16 PM,41.866235211,-87.720473094,"(41.866235211, -87.720473094)"
10512451,HZ253560,05/06/2016 12:25:00 PM,033XX W CONGRESS PKWY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1134,011,28,27,18,1154275,1897508,2016,05/13/2016 03:51:16 PM,41.87458749,-87.709036495,"(41.87458749, -87.709036495)"
10512708,HZ253947,05/06/2016 04:35:00 PM,009XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1923,019,44,6,18,1169164,1924101,2016,05/13/2016 03:51:16 PM,41.947250041,-87.653596936,"(41.947250041, -87.653596936)"
10512752,HZ254077,05/06/2016 06:39:00 PM,039XX S ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0921,009,14,58,18,1156328,1878111,2016,05/13/2016 03:51:16 PM,41.821318684,-87.702022285,"(41.821318684, -87.702022285)"
10512774,HZ254070,05/06/2016 06:25:00 PM,073XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0734,007,17,67,18,1168273,1855908,2016,05/13/2016 03:51:16 PM,41.760141833,-87.658840934,"(41.760141833, -87.658840934)"
10512788,HZ254085,05/06/2016 06:29:00 PM,070XX S MAPLEWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0832,008,18,66,18,1160588,1857985,2016,05/13/2016 03:51:16 PM,41.766003325,-87.686949501,"(41.766003325, -87.686949501)"
10512791,HZ254106,05/06/2016 06:20:00 PM,057XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0712,007,16,68,18,1170627,1866662,2016,05/13/2016 03:51:16 PM,41.789601135,-87.649900278,"(41.789601135, -87.649900278)"
10512926,HZ254291,05/06/2016 09:06:00 PM,024XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,1235,012,25,31,18,1166086,1887736,2016,05/13/2016 03:51:16 PM,41.847528336,-87.665950577,"(41.847528336, -87.665950577)"
10512945,HZ254366,05/06/2016 10:00:00 PM,086XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,0613,006,21,71,18,1171161,1847436,2016,05/13/2016 03:51:16 PM,41.736830917,-87.648503513,"(41.736830917, -87.648503513)"
10512993,HZ254336,05/06/2016 09:45:00 PM,024XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,1235,012,25,31,18,1166086,1887736,2016,05/13/2016 03:51:16 PM,41.847528336,-87.665950577,"(41.847528336, -87.665950577)"
10513003,HZ254382,05/06/2016 10:40:00 PM,024XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1235,012,25,31,18,1166086,1887736,2016,05/13/2016 03:51:16 PM,41.847528336,-87.665950577,"(41.847528336, -87.665950577)"
10513469,HZ255041,05/07/2016 12:50:00 PM,048XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1144115,1899222,2016,05/14/2016 03:53:39 PM,41.879487643,-87.746296934,"(41.879487643, -87.746296934)"
10513661,HZ255297,05/07/2016 04:00:00 PM,014XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1021,010,24,29,18,1153934,1892850,2016,05/14/2016 03:53:39 PM,41.86181223,-87.710412608,"(41.86181223, -87.710412608)"
10513671,HZ255368,05/07/2016 05:30:00 PM,053XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1523,015,28,25,18,1140579,1900230,2016,05/14/2016 03:53:39 PM,41.882319359,-87.759256,"(41.882319359, -87.759256)"
10513906,HZ255741,05/08/2016 12:15:00 AM,067XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0833,008,13,65,18,1150857,1859788,2016,05/15/2016 03:49:40 PM,41.771146186,-87.722570475,"(41.771146186, -87.722570475)"
10513970,HZ255808,05/08/2016 01:25:00 AM,018XX W CULLERTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1234,012,25,31,18,1164503,1890440,2016,05/15/2016 03:49:40 PM,41.854981983,-87.671683736,"(41.854981983, -87.671683736)"
10478416,HZ217578,04/08/2016 12:24:00 AM,008XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1524,015,37,25,18,1140872,1905007,2016,04/15/2016 09:20:50 AM,41.895422651,-87.758062487,"(41.895422651, -87.758062487)"
10478465,HZ217609,04/08/2016 12:36:00 AM,093XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0413,004,8,48,18,1188419,1843454,2016,04/15/2016 09:20:50 AM,41.72550966,-87.585403058,"(41.72550966, -87.585403058)"
10478839,HZ217826,04/08/2016 09:30:00 AM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1115,011,28,26,18,1148227,1899678,2016,04/15/2016 09:20:50 AM,41.880660786,-87.731186405,"(41.880660786, -87.731186405)"
10478959,HZ217887,04/08/2016 10:40:00 AM,017XX N MASON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2531,025,29,25,18,1136477,1911052,2016,04/15/2016 09:20:50 AM,41.912090607,-87.774059773,"(41.912090607, -87.774059773)"
10478960,HZ217919,04/08/2016 11:25:00 AM,017XX W BEVERLY GLEN PKWY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2213,022,19,72,18,1166543,1838668,2016,04/15/2016 09:20:50 AM,41.712869772,-87.665671593,"(41.712869772, -87.665671593)"
10478972,HZ217899,04/08/2016 11:07:00 AM,049XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1143609,1898880,2016,04/15/2016 09:20:50 AM,41.878558635,-87.748163473,"(41.878558635, -87.748163473)"
10479039,HZ217971,04/08/2016 12:28:00 PM,002XX S OAKLEY BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1225,012,2,28,18,1161112,1898934,2016,04/15/2016 09:20:50 AM,41.878361361,-87.683894347,"(41.878361361, -87.683894347)"
10479051,HZ217970,04/08/2016 11:15:00 AM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,1115,011,28,26,18,1148227,1899678,2016,04/15/2016 09:20:50 AM,41.880660786,-87.731186405,"(41.880660786, -87.731186405)"
10479119,HZ217949,04/08/2016 11:20:00 AM,072XX S EXCHANGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0334,003,7,43,18,1193957,1857499,2016,04/15/2016 09:20:50 AM,41.763916482,-87.56465792,"(41.763916482, -87.56465792)"
10479336,HZ218350,04/08/2016 04:06:00 PM,0000X W 112TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,true,false,0522,005,34,49,18,1177939,1830702,2016,04/15/2016 09:20:50 AM,41.690759878,-87.624176109,"(41.690759878, -87.624176109)"
10479419,HZ218390,04/08/2016 05:26:00 PM,018XX S RIDGEWAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1014,010,24,29,18,1151661,1890709,2016,04/15/2016 09:20:50 AM,41.855982026,-87.718812721,"(41.855982026, -87.718812721)"
10479458,HZ218538,04/08/2016 07:20:00 PM,039XX W 21ST ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,1014,010,24,29,18,1150292,1889765,2016,04/15/2016 09:20:50 AM,41.853418351,-87.723862269,"(41.853418351, -87.723862269)"
10479485,HZ218559,04/08/2016 07:15:00 PM,029XX W WASHINGTON BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1222,012,2,27,18,1156677,1900539,2016,04/15/2016 09:20:50 AM,41.882856573,-87.700135258,"(41.882856573, -87.700135258)"
10479542,HZ218620,04/08/2016 08:04:00 PM,087XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0632,006,6,44,18,1183086,1847385,2016,04/15/2016 09:20:50 AM,41.736422269,-87.604815966,"(41.736422269, -87.604815966)"
10479546,HZ218617,04/08/2016 07:00:00 PM,004XX N LAMON AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1532,015,28,25,18,1143616,1902675,2016,04/15/2016 09:20:50 AM,41.888972442,-87.748042734,"(41.888972442, -87.748042734)"
10479628,HZ218734,04/08/2016 10:15:00 PM,074XX N HOYNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2424,024,49,1,18,1160973,1949469,2016,04/15/2016 09:20:50 AM,42.017035149,-87.68299682,"(42.017035149, -87.68299682)"
10479663,HZ218760,04/08/2016 10:10:00 PM,0000X W 79TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,CTA STATION,true,false,0623,006,6,44,18,1177483,1852629,2016,04/15/2016 09:20:50 AM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
10479686,HZ218814,04/08/2016 11:51:00 PM,045XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0925,009,11,61,18,1172058,1874857,2016,04/15/2016 09:20:50 AM,41.812057741,-87.644412418,"(41.812057741, -87.644412418)"
10479703,HZ218765,04/08/2016 09:40:00 PM,034XX W CHICAGO AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),true,false,1121,011,27,23,18,1153483,1905125,2016,04/15/2016 09:20:50 AM,41.895505083,-87.71174182,"(41.895505083, -87.71174182)"
10514211,HZ256096,05/08/2016 10:20:00 AM,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1011,010,24,29,18,1151170,1894442,2016,05/15/2016 03:49:40 PM,41.866235446,-87.720517147,"(41.866235446, -87.720517147)"
